"SMILES","logPow","UNIT {logPow}","Water solubility","UNIT {Water solubility}","logPow {measured, converted}","UNIT {logPow}","Water solubility {measured, converted}","UNIT {Water solubility}"
"CN(C)C1=CC=C(C)C=C1","2.81","Log unit","-","-","64570.0","% ","-","-"
"CN(C)C1=CC=C(C=O)C=C1","1.81","Log unit","-","-","6457.0","% ","-","-"
"CCC1=CC=CC=C1","3.15","Log unit","-","-","141300.0","% ","-","-"
"O=CC1=CC=CC=C1","1.48","Log unit","-","-","3020.0","% ","-","-"
"CNC1=CC=CC=C1","1.66","Log unit","-","-","4571.0","% ","-","-"
"N#CC1=NC=CC=C1","0.5","Log unit","-","-","316.2","% ","-","-"
"CCC1=NC=CC=C1","1.69","Log unit","-","-","4898.0","% ","-","-"
"O(C1=CC=CC=C1)C1=CC=CC=C1","4.21","Log unit","-","-","1622000.0","% ","-","-"
"CCCN(CCC)CCC","2.79","Log unit","-","-","61660.0","% ","-","-"
"CC(=O)NC1=CC=C(O)C=C1","0.32","Log unit","-","-","208.9","% ","-","-"
"ClC1=CC=C(C=O)C=C1","2.1","Log unit","-","-","12590.0","% ","-","-"
"CC1=CC(C)=C(O)C=C1","2.3","Log unit","-","-","19950.0","% ","-","-"
"CC1=CC=C(C)C=C1","3.15","Log unit","-","-","141300.0","% ","-","-"
"CC1=CC=C(O)C=C1","1.94","Log unit","-","-","8710.0","% ","-","-"
"NC1=CC=C(Cl)C=C1","1.83","Log unit","-","-","6761.0","% ","-","-"
"CC1=CC=C(N)C=C1","1.39","Log unit","-","-","2455.0","% ","-","-"
"CC(C)COC(=O)C=C","2.22","Log unit","-","-","16600.0","% ","-","-"
"CCCBr","2.1","Log unit","-","-","12590.0","% ","-","-"
"C=CC=O","-0.01","Log unit","-","-","97.72","% ","-","-"
"ClCCCl","1.48","Log unit","-","-","3020.0","% ","-","-"
"OCCCl","0.03","Log unit","-","-","107.2","% ","-","-"
"CCCN","0.48","Log unit","-","-","302.0","% ","-","-"
"CCC#N","0.16","Log unit","-","-","144.5","% ","-","-"
"ClCC#N","0.45","Log unit","-","-","281.8","% ","-","-"
"CCCC(C)=O","0.91","Log unit","-","-","812.8","% ","-","-"
"CC(C)CC(C)=O","1.31","Log unit","-","-","2042.0","% ","-","-"
"CC(C)OC(C)C","1.52","Log unit","-","-","3311.0","% ","-","-"
"CC1=CC=CC=C1","2.73","Log unit","-","-","53700.0","% ","-","-"
"CC1=CC=NC=C1","1.22","Log unit","-","-","1660.0","% ","-","-"
"OC1CCCCC1","1.23","Log unit","-","-","1698.0","% ","-","-"
"O=C1CCCCC1","0.81","Log unit","-","-","645.7","% ","-","-"
"OC1=CC=CC=C1","1.46","Log unit","-","-","2884.0","% ","-","-"
"CC1=NC=CC=C1","1.11","Log unit","-","-","1288.0","% ","-","-"
"CCCCBr","2.75","Log unit","-","-","56230.0","% ","-","-"
"CCCCN","0.97","Log unit","-","-","933.3","% ","-","-"
"N#CCC#N","-0.5","Log unit","-","-","31.62","% ","-","-"
"CCNCC","0.58","Log unit","-","-","380.2","% ","-","-"
"N1C=CC=C1","0.75","Log unit","-","-","562.3","% ","-","-"
"C1CCOC1","0.46","Log unit","-","-","288.4","% ","-","-"
"O1C=CC=C1","1.34","Log unit","-","-","2188.0","% ","-","-"
"CC(C)CCC(C)=O","1.88","Log unit","-","-","7586.0","% ","-","-"
"CCCCCC(C)=O","1.98","Log unit","-","-","9550.0","% ","-","-"
"CCCCCN","1.49","Log unit","-","-","3090.0","% ","-","-"
"C1CCCCC1","3.44","Log unit","-","-","275400.0","% ","-","-"
"C1=CC=NC=C1","0.65","Log unit","-","-","446.7","% ","-","-"
"C1OCOCO1","-0.43","Log unit","-","-","37.15","% ","-","-"
"CCCCCCC(C)=O","2.37","Log unit","-","-","23440.0","% ","-","-"
"CCCCCCBr","3.8","Log unit","-","-","631000.0","% ","-","-"
"CCCCCCN","2.06","Log unit","-","-","11480.0","% ","-","-"
"CCCCCCO","2.03","Log unit","-","-","10720.0","% ","-","-"
"OCCNCCO","-1.43","Log unit","-","-","3.715","% ","-","-"
"CCCCCCCN","2.57","Log unit","-","-","37150.0","% ","-","-"
"N#CCCCCC#N","-0.32","Log unit","-","-","47.86","% ","-","-"
"CCCCCCCO","2.72","Log unit","-","-","52480.0","% ","-","-"
"CCCCCCCCBr","4.89","Log unit","-","-","7762000.0","% ","-","-"
"CCCCCCCCO","2.97","Log unit","-","-","93330.0","% ","-","-"
"CCOCCOCCO","-0.54","Log unit","-","-","28.84","% ","-","-"
"CCCCCCCCCC(C)=O","4.09","Log unit","-","-","1230000.0","% ","-","-"
"CCCCCCCCCCO","4.57","Log unit","-","-","3715000.0","% ","-","-"
"CNC(=O)OC1=CC=CC=C1OC(C)C","1.45","Log unit","-","-","2818.0","% ","-","-"
"CC(C)(O)C#C","0.28","Log unit","-","-","190.5","% ","-","-"
"OCC(Cl)(Cl)Cl","1.42","Log unit","-","-","2630.0","% ","-","-"
"O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1","4.59","Log unit","-","-","3890000.0","% ","-","-"
"CCOP(=S)(OCC)OC1=CC=C(C=C1)S(C)=O","2.23","Log unit","-","-","16980.0","% ","-","-"
"O=C(C1=CC=CC=C1)C1=CC=CC=C1","3.18","Log unit","-","-","151400.0","% ","-","-"
"OC1=C(O)C=CC=C1","0.88","Log unit","-","-","758.6","% ","-","-"
"ClC1=CC(Cl)=C(Cl)C=C1","4.02","Log unit","-","-","1047000.0","% ","-","-"
"OC1=C(Cl)C=C(Cl)C=C1","3.06","Log unit","-","-","114800.0","% ","-","-"
"COC1=C(O)C=CC(C=O)=C1","1.21","Log unit","-","-","1622.0","% ","-","-"
"CN(C)C1=CC=CC=C1","2.31","Log unit","-","-","20420.0","% ","-","-"
"[O-][N+](=O)C1=CC=CC(Cl)=C1","2.41","Log unit","-","-","25700.0","% ","-","-"
"CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC","2.36","Log unit","-","-","22910.0","% ","-","-"
"N(C1=CC=CC=C1)C1=CC=CC=C1","3.5","Log unit","-","-","316200.0","% ","-","-"
"OCCOC1=CC=CC=C1","1.16","Log unit","-","-","1445.0","% ","-","-"
"CCC1=CC=C(O)C=C1","2.58","Log unit","-","-","38020.0","% ","-","-"
"CCCC=O","0.88","Log unit","-","-","758.6","% ","-","-"
"C1COCCO1","-0.27","Log unit","-","-","53.7","% ","-","-"
"ClC(Cl)=C(Cl)Cl","3.4","Log unit","-","-","251200.0","% ","-","-"
"O.[Na+].O=C1[N-]S(=O)(=O)C2=CC=CC=C12","0.91","Log unit","-","-","812.8","% ","-","-"
"O1C2=CC=CC=C2C2=C1C=CC=C2","4.12","Log unit","-","-","1318000.0","% ","-","-"
"NC1=CC(O)=C(C=C1)C(=O)OC1=CC=CC=C1","3.15","Log unit","-","-","141300.0","% ","-","-"
"[Na+].CCC([O-])=O","0.33","Log unit","-","-","213.8","% ","-","-"
"NCCO","-1.31","Log unit","-","-","4.898","% ","-","-"
"CCOC(C)=O","0.73","Log unit","-","-","537.0","% ","-","-"
"ClCCCCl","2.0","Log unit","-","-","10000.0","% ","-","-"
"CCCCCC(O)=O","1.92","Log unit","-","-","8318.0","% ","-","-"
"CCCCOCCCC","3.21","Log unit","-","-","162200.0","% ","-","-"
"CCCCCCCCCO","4.26","Log unit","-","-","1820000.0","% ","-","-"
"COC1=CC=CC(C=O)=C1O","1.37","Log unit","-","-","2344.0","% ","-","-"
"COC1=CC=CC(O)=C1","1.58","Log unit","-","-","3802.0","% ","-","-"
"COC1=CC=C(O)C=C1","1.34","Log unit","-","-","2188.0","% ","-","-"
"O1C=CC2=C1C=CC=C2","2.67","Log unit","-","-","46770.0","% ","-","-"
"CCOP(=S)(OCC)SCCSCC","4.02","Log unit","-","-","1047000.0","% ","-","-"
"[Na+].CCCC(C)C1(CC=C)C(=O)NC([O-])=NC1=O","1.97","Log unit","-","-","9333.0","% ","-","-"
"CCC(C)N1C(=O)NC(C)=C(Br)C1=O","2.11","Log unit","-","-","12880.0","% ","-","-"
"CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1","2.8","Log unit","-","-","63100.0","% ","-","-"
"CCOP(=S)(OCC)OC1=NC(=NC(C)=C1)C(C)C","3.81","Log unit","-","-","645700.0","% ","-","-"
"[O-][N+](=O)C1=CC=C(F)C=C1","1.8","Log unit","-","-","6310.0","% ","-","-"
"NC1=CC=C(F)C=C1","1.15","Log unit","-","-","1413.0","% ","-","-"
"FC(F)(F)C1=CC=CC(C=O)=C1","2.47","Log unit","-","-","29510.0","% ","-","-"
"C1CC2=CC=CC=C2O1","2.14","Log unit","-","-","13800.0","% ","-","-"
"O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1","3.56","Log unit","-","-","363100.0","% ","-","-"
"CC1=CC=CC=C1C#N","2.21","Log unit","-","-","16220.0","% ","-","-"
"CC1=C(C=O)C=CC=C1","2.26","Log unit","-","-","18200.0","% ","-","-"
"[Na+].[O-]C(=O)C1=CC=CC=C1","1.87","Log unit","-","-","7413.0","% ","-","-"
"ClC1=CC(Cl)=CC=C1","3.6","Log unit","-","-","398100.0","% ","-","-"
"COC1=CC=C(C(C)=O)C(O)=C1","1.98","Log unit","-","-","9550.0","% ","-","-"
"[O-][N+](=O)C1=C(C=O)C=CC=C1","1.74","Log unit","-","-","5495.0","% ","-","-"
"CC(C)C(C)=O","0.56","Log unit","-","-","363.1","% ","-","-"
"CCC1=CC=C(N)C=C1","1.96","Log unit","-","-","9120.0","% ","-","-"
"CCCCC(C)=O","1.38","Log unit","-","-","2399.0","% ","-","-"
"C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1","5.74","Log unit","-","-","5.495E7","% ","-","-"
"CCOC(=O)C(CC1=CC=CC=C1)C(=O)OCC","2.76","Log unit","-","-","57540.0","% ","-","-"
"CC(=O)NC1=C(O)C=CC=C1","0.72","Log unit","-","-","524.8","% ","-","-"
"CC(=O)NC1=CC=CC(O)=C1","0.73","Log unit","-","-","537.0","% ","-","-"
"CCCCCCCBr","4.36","Log unit","-","-","2291000.0","% ","-","-"
"N#CCCCCCCC#N","0.59","Log unit","-","-","389.0","% ","-","-"
"NC1=C(Cl)C(Cl)=C(Cl)C=C1","3.33","Log unit","-","-","213800.0","% ","-","-"
"CCCC1=CC=C(O)C=C1","3.2","Log unit","-","-","158500.0","% ","-","-"
"CCCCCCCCC(C)=O","3.73","Log unit","-","-","537000.0","% ","-","-"
"CCCCCCC1CCC(=O)O1","2.72","Log unit","-","-","52480.0","% ","-","-"
"CCC(=O)NC1=CC=C(Cl)C(Cl)=C1","3.07","Log unit","-","-","117500.0","% ","-","-"
"NC12CC3CC(CC(C3)C1)C2","2.44","Log unit","-","-","27540.0","% ","-","-"
"CCOP(=S)(OCC)SCSC1=CC=C(Cl)C=C1","5.33","Log unit","-","-","2.138E7","% ","-","-"
"O=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1","2.83","Log unit","-","-","67610.0","% ","-","-"
"OCCOC(=O)C=C","-0.21","Log unit","-","-","61.66","% ","-","-"
"CCCCCCCC(C)=O","3.14","Log unit","-","-","138000.0","% ","-","-"
"Cl[C@@H]1CCCC[C@H]1Cl","3.18","Log unit","-","-","151400.0","% ","-","-"
"CC(=C)C(=O)OCCO","0.47","Log unit","-","-","295.1","% ","-","-"
"BrC1=CSC=C1","2.62","Log unit","-","-","41690.0","% ","-","-"
"S(SC1=CC=CC=C1)C1=CC=CC=C1","4.41","Log unit","-","-","2570000.0","% ","-","-"
"OC(C(F)(F)F)C(F)(F)F","1.66","Log unit","-","-","4571.0","% ","-","-"
"C1=CC=C(C=C1)C1=CC=NC=C1","2.59","Log unit","-","-","38900.0","% ","-","-"
"O=S(C1=CC=CC=C1)C1=CC=CC=C1","2.06","Log unit","-","-","11480.0","% ","-","-"
"CC(O)COC(=O)C=C","0.35","Log unit","-","-","223.9","% ","-","-"
"CC(=O)C1=CC=NC=C1","0.48","Log unit","-","-","302.0","% ","-","-"
"OC1=C(O)C(Cl)=C(Cl)C(Cl)=C1Cl","4.29","Log unit","-","-","1950000.0","% ","-","-"
"CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2","2.32","Log unit","-","-","20890.0","% ","-","-"
"COC(C)(C)C","0.94","Log unit","-","-","871.0","% ","-","-"
"CCCCOC(=O)C1=CC=C(C=C1)C(=O)OCCCC","5.53","Log unit","-","-","3.388E7","% ","-","-"
"NC(=O)C1=C(Cl)C=CC=C1Cl","1.25","Log unit","-","-","1778.0","% ","-","-"
"BrC1=NC(Br)=C(Br)N1","1.96","Log unit","-","-","9120.0","% ","-","-"
"CCOP(=S)(OC1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1","3.85","Log unit","-","-","707900.0","% ","-","-"
"CCCCCCCCC#N","3.12","Log unit","-","-","131800.0","% ","-","-"
"COC1=CC=CC=C1C(N)=O","0.87","Log unit","-","-","741.3","% ","-","-"
"COC1=C(O)C=C(Cl)C(Cl)=C1","3.26","Log unit","-","-","182000.0","% ","-","-"
"CNC(=O)OC1=CC=C(C=C1)C(C)(C)C","3.06","Log unit","-","-","114800.0","% ","-","-"
"OCCCC1=CN=CC=C1","0.6","Log unit","-","-","398.1","% ","-","-"
"CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl","4.96","Log unit","-","-","9120000.0","% ","-","-"
"NC1=C(Cl)C(Cl)=CC(Cl)=C1Cl","4.1","Log unit","-","-","1259000.0","% ","-","-"
"C1=CC=C(C=C1)C1=CC=CC(=N1)C1=CC=CC=C1","4.82","Log unit","-","-","6607000.0","% ","-","-"
"CC(C)OC(=O)C(C)=C","2.25","Log unit","-","-","17780.0","% ","-","-"
"OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1","4.21","Log unit","-","-","1622000.0","% ","-","-"
"CN(C)C1=NC=CC=C1","1.43","Log unit","-","-","2692.0","% ","-","-"
"CC(C)(O)C(Cl)(Cl)Cl.CC(C)(O)C(Cl)(Cl)Cl","2.03","Log unit","-","-","10720.0","% ","-","-"
"C#CCN(CC#C)CC#C","1.26","Log unit","-","-","1820.0","% ","-","-"
"CCOP(=S)(OCC)SCSC(C)(C)C","4.48","Log unit","-","-","3020000.0","% ","-","-"
"COC1=CC=C(C(C)=O)C(OC)=C1OC","1.12","Log unit","-","-","1318.0","% ","-","-"
"O=C(C1=CC=CC=C1)C1=CC=NC=C1","1.98","Log unit","-","-","9550.0","% ","-","-"
"CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl","3.52","Log unit","-","-","331100.0","% ","-","-"
"CNC(=O)ON=C(C)SC","0.6","Log unit","-","-","398.1","% ","-","-"
"CC(C)C1=CC=CC(C(C)C)=C1N","3.18","Log unit","-","-","151400.0","% ","-","-"
"CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1","6.2","Log unit","-","-","1.585E8","% ","-","-"
"CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1","6.5","Log unit","-","-","3.162E8","% ","-","-"
"CC(C)(C)C1=CC=C(C=C1)C(N)=O","2.51","Log unit","-","-","32360.0","% ","-","-"
"CC(C)[C@H](C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(OC(F)F)C=C1","6.2","Log unit","-","-","1.585E8","% ","-","-"
"[CH3:7][C:4]1=[C:3]([CH3:8])[C:2]([OH:1])=[CH:9][CH:6]=[CH:5]1","2.41","Log unit","-","-","25700.0","% ","-","-"
"O=C1C2=CC=CC=C2OC2=C1C=CC=C2","3.39","Log unit","-","-","245500.0","% ","-","-"
"[CH2:1]=[CH:2][S:3](=[O:4])[CH:5]=[CH2:6]","-1.37","Log unit","-","-","4.266","% ","-","-"
"[CH3:1][C@@H:2]1[CH2:3][CH2:4][CH2:5][CH2:6][C@H:7]1[NH:8][C:9](=[O:10])[NH:11][C:12]1=[CH:17][CH:16]=[CH:15][CH:14]=[CH:13]1","3.09","Log unit","-","-","123000.0","% ","-","-"
"[OH:12][CH2:11][CH2:10][N:7]([N:8]=[O:9])[C:5](=[O:6])[NH:4][CH2:3][CH2:1][Cl:2]","0.3","Log unit","-","-","199.5","% ","-","-"
"[OH:3][C:2]1=[N:4][C:5]([OH:6])=[C:7]([F:8])[CH:9]=[N:1]1","-0.63","Log unit","-","-","23.44","% ","-","-"
"CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1","2.94","Log unit","-","-","87100.0","% ","-","-"
"NC1N=NC(N)=N1","-1.61","Log unit","-","-","2.455","% ","-","-"
"[NH2:1][CH:1]1[N:1]=[CH:1][N:1]=[N:1]1","-0.86","Log unit","-","-","13.8","% ","-","-"
"[CH2:1]1[N:1]=[CH:1][N:1]=[N:1]1","-0.58","Log unit","-","-","26.3","% ","-","-"
"[NH2:5][C@@H:4]1[NH:6][CH2:7][N:8]([C@H:9]2[O:17][C@@H:14]([CH2:15][OH:16])[C@@H:12]([OH:13])[C@@H:10]2[OH:11])[C:2](=[O:1])[NH:3]1","-2.17","Log unit","-","-","0.6761","% ","-","-"
"[CH3:15][CH2:14][NH:13][C:12]1=[N:1][C:2]([Cl:3])=[N:4][C:5]([NH:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[N:11]1","3.06","Log unit","-","-","114800.0","% ","-","-"
"CCNC1=NC(SC)=NC(NCC)=N1","2.8","Log unit","-","-","63100.0","% ","-","-"
"[CH3:1][CH2:2][NH:3][C:4]1=[N:14][C:11]([O:12][CH3:13])=[N:10][C:6]([NH:7][CH2:8][CH3:9])=[N:5]1","1.82","Log unit","-","-","6607.0","% ","-","-"
"[CH3:1][CH2:2][N:3]([CH2:4][CH3:5])[CH2:6][CH2:7][NH:8][C:9]1=[C:25]2[C:23](=[O:24])[C:22]3=[C:17]([S:16][C:15]2=[C:12]([CH2:13][OH:14])[CH:11]=[CH:10]1)[CH:18]=[CH:19][CH:20]=[CH:21]3","2.7","Log unit","-","-","50120.0","% ","-","-"
"CC1=CSC=N1","0.97","Log unit","-","-","933.3","% ","-","-"
"[NH2:8][C@H:7]([C:9](=[O:10])[NH:11][C@H:12]1[C@H:21]2[S:20][CH2:19][C:17]([Cl:18])=[C:16]([N:15]2[C:13]1=[O:14])[C:22]([OH:24])=[O:23])[C:6]1=[CH:1][CH:2]=[CH:3][CH:4]=[CH:5]1","-1.79","Log unit","-","-","1.622","% ","-","-"
"[H:16][C@:15]([NH2:17])([C:13](=[O:14])[NH:12][C@@:10]1([H:11])[C:25](=[O:26])[N:1]2[C@:9]1([H:27])[S:8][C:7]([CH3:28])([CH3:29])[C@@:2]2([H:3])[C:4]([OH:5])=[O:6])[C:18]1=[CH:19][CH:20]=[C:21]([OH:24])[CH:22]=[CH:23]1","0.87","Log unit","-","-","741.3","% ","-","-"
"[CH3:1][N:1]1[CH:1]2[N:1]=[CH:1][N:1]=[C:1]2[C:1](=[O:1])[N:1]([CH3:1])[C:1]1=[O:1]","-0.04","Log unit","-","-","91.2","% ","-","-"
"[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:17]([Cl:18])[C:15]([Cl:16])=[C:10]([C:11](=[O:12])[O:13][CH3:14])[C:8]([Cl:9])=[C:6]1[Cl:7]","4.4","Log unit","-","-","2512000.0","% ","-","-"
"OC(=O)C1=CC=C(C=O)C=C1","1.76","Log unit","-","-","5754.0","% ","-","-"
"[Cl:1][CH2:2][CH2:3][S@@:4](=[O:5])[CH:6]=[CH2:7]","-1.11","Log unit","-","-","7.762","% ","-","-"
"[Cl:1][CH2:2][CH2:3][S:4](=[O:5])[CH2:6][CH2:7][Cl:8]","-0.85","Log unit","-","-","14.13","% ","-","-"
"[Cl:1][CH2:2][CH2:3][S:4](=[O:5])(=[O:6])[CH2:7][CH2:8][Cl:9]","-0.51","Log unit","-","-","30.9","% ","-","-"
"[Cl:1][CH2:2][CH2:3][S:4][CH2:5][CH2:6][Cl:7]","1.37","Log unit","-","-","2344.0","% ","-","-"
"[O:1]=[C:2]1[CH2:7][CH2:6][C:4](=[O:5])[NH:3]1","-0.7","Log unit","-","-","19.95","% ","-","-"
"[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][C@H:7]([S:8][P:9](=[S:10])([O:11][CH3:12])[O:13][CH3:14])[C:15](=[O:16])[O:17][CH2:18][CH3:19]","2.83","Log unit","-","-","67610.0","% ","-","-"
"[CH3:10][NH:9][C@H:8]1[C@@H:6]([OH:7])[C@@H:4]([OH:5])[C@@H:3]([CH2:2][OH:1])[O:12][C@@H:11]1[O:13][C@H:14]1[C@@H:23]([O:24][C@H:25]2[C@@H:26]([OH:27])[C@@H:28]([OH:29])[C@H:30]([NH:31][C:32]([NH2:33])=[NH:34])[C@H:35]([OH:36])[C@H:37]2[NH:38][C:39]([NH2:40])=[NH:41])[O:22][C@@H:20]([CH3:21])[C@:15]1([OH:16])[C:17]([OH:19])=[O:18]","-0.32","Log unit","-","-","47.86","% ","-","-"
"[OH:1][Sn:2]([CH:3]1[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8]1)([CH:9]1[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14]1)[CH:15]1[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]1","5.39","Log unit","-","-","2.455E7","% ","-","-"
"[CH3:6][CH2:5][CH2:4][CH2:3][Sn:1]([F:2])([CH2:7][CH2:8][CH2:9][CH3:10])[CH2:11][CH2:12][CH2:13][CH3:14]","3.15","Log unit","-","-","141300.0","% ","-","-"
"[CH3:1][C:2](=[O:3])[O:4][Sn:5]([C:6]1=[CH:11][CH:10]=[CH:9][CH:8]=[CH:7]1)([C:12]1=[CH:17][CH:16]=[CH:15][CH:14]=[CH:13]1)[C:18]1=[CH:23][CH:22]=[CH:21][CH:20]=[CH:19]1","3.43","Log unit","-","-","269200.0","% ","-","-"
"[CH3:28][O:27][C@@H:26]1[C@@H:24]([OH:25])[CH2:23][C:21](=[O:22])[O:20][C@@H:18]([CH3:19])[CH2:17]\[CH:16]=[CH:15]/[CH:14]=[CH:13]/[C@@H:12]([O:11][C@H:8]2[CH2:9][CH2:10][C@@H:4]([C@H:5]([CH3:6])[O:7]2)[N:2]([CH3:1])[CH3:3])[C@H:35]([CH3:36])[CH2:34][C@@H:30]([CH2:31][CH:32]=[O:33])[C@@H:29]1[O:37][C@H:38]1[O:48][C@@H:46]([CH3:47])[C@H:45]([O:49][C@@H:50]2[CH2:51][C@@:52]([CH3:54])([OH:53])[C@H:55]([OH:56])[C@H:57]([CH3:58])[O:59]2)[C@H:41]([C@@H:39]1[OH:40])[N:42]([CH3:43])[CH3:44]","2.49","Log unit","-","-","30900.0","% ","-","-"
"[CH3:34][O:33][C@H:32]1\[CH:35]=[CH:36]/[O:37][C@@:3]2([CH3:58])[O:4][C:5]3=[C:1]([C:2]2=[O:59])[C:9]2=[C:10]([OH:11])[C:12](\[CH:47]=[N:48]\[N:49]4[CH2:50][CH2:51][N:52]([CH3:53])[CH2:54][CH2:55]4)=[C:13]([NH:14][C:15](=[O:16])\[C:17]([CH3:18])=[CH:19]/[CH:20]=[CH:21]\[C@@H:22]([CH3:44])[C@H:23]([OH:24])[C@H:25]([CH3:43])[C@H:26]([OH:27])[C@H:28]([CH3:42])[C@@H:29]([O:38][C:39]([CH3:40])=[O:41])[C@@H:30]1[CH3:31])[C:45]([OH:46])=[C:8]2[C:7]([OH:56])=[C:6]3[CH3:57]","1.87","Log unit","-","-","7413.0","% ","-","-"
"[OH:8][C:7](=[O:9])[C:5]1=[C:4]([OH:10])[CH:3]=[C:2]([OH:11])[CH:1]=[CH:6]1","1.64","Log unit","-","-","4365.0","% ","-","-"
"[CH3:16][C:15]1=[N:17](=[O:18])[C:19]2=[C:5]([CH:4]=[CH:3][CH:2]=[CH:1]2)[N:6](=[O:7])=[C:8]1[C:9](=[O:10])[NH:11][CH2:12][CH2:13][OH:14]","-2.34","Log unit","-","-","0.4571","% ","-","-"
"[OH:5][C:4]1=[CH:3][CH:2]=[CH:1][C:7]2=[C:6]1[N:11]=[CH:10][CH:9]=[CH:8]2","1.85","Log unit","-","-","7079.0","% ","-","-"
"[OH:3][C:2]1=[CH:4][C:5]2=[C:10]([CH:11]=[CH:1]1)[N:9]=[CH:8][CH:7]=[CH:6]2","1.98","Log unit","-","-","9550.0","% ","-","-"
"[O:1]=[N:2](=[O:3])[C:4]1=[CH:13][C:12]2=[C:7]([CH:6]=[CH:5]1)[N:8]=[CH:9][CH:10]=[CH:11]2","1.82","Log unit","-","-","6607.0","% ","-","-"
"[O:1]=[N:2](=[O:3])[C:4]1=[CH:5][CH:6]=[CH:7][C:8]2=[C:13]1[CH:12]=[CH:11][CH:10]=[N:9]2","1.4","Log unit","-","-","2512.0","% ","-","-"
"[CH3:3][C:2]1=[CH:1][C:7]2=[C:6]([CH:5]=[CH:4]1)[N:11]=[CH:10][CH:9]=[CH:8]2","2.47","Log unit","-","-","29510.0","% ","-","-"
"[CH3:11][C:10]1=[CH:8][CH:7]=[CH:6][C:5]2=[C:9]1[CH:4]=[CH:3][CH:2]=[N:1]2","2.6","Log unit","-","-","39810.0","% ","-","-"
"ONC1=CC=N(=O)C2=C1C=CC=C2","0.0","Log unit","-","-","100.0","% ","-","-"
"[NH2:5][C:4]1=[CH:3][CH:2]=[CH:1][C:7]2=[C:6]1[N:11]=[CH:10][CH:9]=[CH:8]2","1.16","Log unit","-","-","1445.0","% ","-","-"
"[CH:2]1=[CH:1][C:6]2=[C:5]([CH:4]=[CH:3]1)[N:10]=[CH:9][CH:8]=[CH:7]2","2.04","Log unit","-","-","10960.0","% ","-","-"
"[CH3:9][C:5]1=[CH:6][CH:7]=[CH:8][CH:10]=[C:4]1[N:3]1[C:11]([CH3:18])=[N:12][C:13]2=[C:19]([CH:17]=[CH:16][CH:15]=[CH:14]2)[C:2]1=[O:1]","2.5","Log unit","-","-","31620.0","% ","-","-"
"[Cl:1][C:1]1=[CH:1][CH:1]=[CH:1][C:1]([CH:1]2[CH:1]=[N:1][CH:1]=[C:1]2[C:1]#[N:1])=[C:1]1[Cl:1]","3.86","Log unit","-","-","724400.0","% ","-","-"
"[CH3:5][C:4]#[C:3][C:2]1=[CH:6][C:7]([CH3:8])=[N:9][C:10]([NH:11][C:12]2=[CH:17][CH:16]=[CH:15][CH:14]=[CH:13]2)=[N:1]1","3.41","Log unit","-","-","257000.0","% ","-","-"
"CC1=CC2=C(NC3=C2C=CC=C3)N=C1N","2.9","Log unit","-","-","79430.0","% ","-","-"
"NC1=NC2=C(C=C1)C1=C(N2)C=CC=C1","2.6","Log unit","-","-","39810.0","% ","-","-"
"N1C2=C(C=CC=C2)C2=C1C=NC=C2","3.17","Log unit","-","-","147900.0","% ","-","-"
"[CH:8](=[CH:7]\[C:6]1=[N:1][CH:2]=[CH:3][CH:4]=[CH:5]1)\[C:9]1=[CH:14][CH:13]=[CH:12][CH:11]=[CH:10]1","1.96","Log unit","-","-","9120.0","% ","-","-"
"O=N(=O)C1=CC=N(=O)C=C1","-0.55","Log unit","-","-","28.18","% ","-","-"
"[CH3:17][CH2:16][O:15][C:13](=[O:14])[C@@H:12]1[C@@H:2]([CH3:1])[NH:3][C@@H:4]([CH3:5])[C@H:6]([C@@H:11]1[C:18]1=[CH:25][CH:24]=[CH:23][C:21]([Cl:22])=[C:19]1[Cl:20])[C:7](=[O:8])[O:9][CH3:10]","3.22","Log unit","-","-","166000.0","% ","-","-"
"[CH3:5][C:4]1=[C:2]([NH2:3])[N:1]=[CH:8][CH:7]=[CH:6]1","0.01","Log unit","-","-","102.3","% ","-","-"
